Date,AC Penrose NO_MCG 24h average [痢/m設,AC Penrose NO2_MCG 24h average [痢/m設,AC Penrose NOX_MCG 24h average [痢/m設,AC Penrose PM10 24h average [痢/m設,AC Penrose PM2.5 24h average [痢/m設,AC Penrose RH 24h average [%],AC Penrose TEMP 24h average [蚓],AC Penrose WSP 24h average [m/s]
8/02/2015,10.774,12.121,22.895,12.048,4.466,67.331,18.78,2.226
9/02/2015,13.972,17.091,31.063,17.24,6.431,74.087,19.53,2.164
10/02/2015,18.182,17.52,35.703,12.253,7.089,69.633,19.69,1.951
11/02/2015,17.875,11.351,29.227,19.653,6.918,53.183,18.02,2.144
12/02/2015,16.962,12.136,29.098,14.454,4.473,63.681,17.82,2.038
13/02/2015,36.263,21.135,57.399,18.51,7.093,65.823,18.91,2.932
14/02/2015,21.278,11.857,33.135,15.49,6.861,67.907,18.88,1.569
15/02/2015,4.36,5.189,9.549,8.794,4.52,64.76,18.73,1.85
16/02/2015,7.563,8.932,16.495,15.03,4.615,72.183,18.8,1.701
17/02/2015,13.321,11.722,25.043,11.447,4.959,68.599,19,1.453
18/02/2015,32.42,19.785,52.204,11.497,5.487,68.838,19.11,2.436
19/02/2015,40.18,19.21,59.39,16.214,6.377,67.887,19.33,2.999
20/02/2015,22.975,16.398,39.373,10.42,5.599,72.34,19.63,1.376
21/02/2015,12.359,11.195,23.554,9.176,4.507,77.846,19.61,1.528
22/02/2015,6.28,8.252,14.532,6.416,3.999,71.055,20.03,1.65
23/02/2015,10.694,7.936,18.63,11.105,3.479,74.947,19.08,1.975
24/02/2015,23.322,12.814,36.136,15.758,7.524,69.212,19.01,1.8
25/02/2015,39.84,20.785,60.625,17.467,7.791,70.5,18.99,2.438
26/02/2015,38.355,23.338,61.693,13.442,7.213,67.451,19.99,1.823
27/02/2015,48.95,23.325,72.275,12.015,,74.765,19,1.734
28/02/2015,37.48,16.834,54.313,13.507,6.479,71.687,19.37,1.975
1/03/2015,17.525,13.224,30.749,9.148,4.897,69.393,20.51,1.397
2/03/2015,6.668,5.182,11.851,7.932,3.852,71.277,20.38,1.979
3/03/2015,5.851,8.672,14.524,19.101,5.389,72.118,20.54,1.858
4/03/2015,11.338,10.601,21.938,13.82,6.463,71.163,21,1.395
5/03/2015,22.497,9.574,32.071,15.206,6.805,74.286,20.77,1.645
6/03/2015,6.271,12.751,19.022,11.802,,82.367,19.76,2.476
7/03/2015,4.453,10.656,15.109,21.182,7.77,73.616,19.43,2.94
8/03/2015,6.089,7.132,13.221,23.078,5.55,68.019,18.78,3.653
9/03/2015,27.284,23.862,51.146,14.036,5.51,71.599,18.23,1.896
10/03/2015,37.891,23.451,61.342,21.361,6.724,69.876,19,2.645
11/03/2015,34.14,20.624,54.764,15.787,7.55,70.173,19.22,1.409
12/03/2015,19.706,13.567,33.273,8.937,5.215,76.625,19.45,1.739
13/03/2015,12.432,9.661,22.093,12.636,4.076,75.036,19.86,1.67
14/03/2015,26.2,9.199,35.399,10.635,5.239,73.876,19.95,1.636
15/03/2015,6.197,6.398,12.595,9.497,3.214,75.755,19.2,2.995
16/03/2015,17.85,22.072,39.922,12.34,5.449,83.167,18.9,4.013
17/03/2015,24.78,24.381,49.161,17.949,6.526,71.133,18.39,3.747
18/03/2015,28.044,23.34,51.384,18.999,7.028,65.354,17.03,2.65
19/03/2015,35.779,27.799,63.577,13.004,6.29,66.933,16.87,1.516
20/03/2015,44.133,15.19,59.323,14.11,6.487,75.807,16.1,1.748
21/03/2015,2.739,3.921,6.66,10.87,4.229,66.231,17.88,2.117
22/03/2015,5.616,4.096,9.711,5.171,1.693,67.366,17.92,1.755
23/03/2015,5.272,5.791,11.063,7.184,2.969,67.28,17.86,1.915
24/03/2015,15.45,13.701,29.151,5.385,3.272,81.836,17.02,1.517
25/03/2015,62.462,14.714,77.176,10.633,5.765,78.032,17.78,1.497
26/03/2015,8.878,9.541,18.42,5.48,3.104,83.713,18.26,1.636
27/03/2015,26.156,23.814,49.97,9.597,5.998,87.002,18.74,1.144
28/03/2015,10.788,11.232,22.02,4.76,8.102,89.296,19.11,1.308
29/03/2015,6.93,10.734,17.664,13.147,6.458,78.778,18.68,2.052
30/03/2015,16.44,17.464,33.904,17.107,5.887,71.877,17.91,3.632
31/03/2015,25.718,21.114,46.832,14.343,4.785,65.526,17.91,3.242
1/04/2015,60.245,33.962,94.207,20.589,8.692,69.241,17.11,1.111
2/04/2015,54.708,26.681,81.389,17.628,9.118,76.422,17.86,1.278
3/04/2015,25.643,16.961,42.604,12.239,5.079,74.121,17.08,1.904
4/04/2015,21.501,13.437,34.938,7.73,3.606,73.156,17.49,1.567
5/04/2015,12.203,12.863,25.066,8.284,4.377,83.97,17.98,1.442
6/04/2015,8.346,5.887,14.232,8.152,3.661,77.925,18.72,1.795
7/04/2015,4.772,5.386,10.158,8.92,3.368,76.301,19.8,2.103
8/04/2015,10.372,10.735,21.107,8.697,3.152,80.296,19.36,1.481
9/04/2015,16.007,17.867,33.874,14.822,6.21,85.102,19.45,1.207
10/04/2015,10.977,12.819,23.796,9.642,4.926,83.743,19.53,2.338
11/04/2015,14.222,17.186,31.408,13.701,,75.777,17.94,3.439
12/04/2015,16.688,17.332,34.019,12.817,,67.345,16.4,1.86
13/04/2015,8.075,12.999,21.074,10.39,,82.695,13.66,3.265
14/04/2015,35.916,30.466,66.382,10.909,5.144,76.415,10.18,2.924
15/04/2015,42.451,29.558,72.009,15.566,6.727,70.559,13.36,3.084
16/04/2015,64.386,35.482,99.868,25.843,10.847,67.956,14.39,1.907
17/04/2015,34.344,30.215,64.559,16.567,7.558,69.107,14.26,1.588
18/04/2015,8.952,15.412,24.364,6.188,3.317,84.912,13.89,2.349
19/04/2015,8.769,14.187,22.956,7.372,4.684,78.569,15.51,1.602
20/04/2015,29.454,19.981,49.435,11.137,5.165,83.533,16.44,1.116
21/04/2015,73.371,25.804,99.175,17.072,8.89,80.451,16.29,0.874
22/04/2015,71.685,36.789,108.475,24.253,12.821,83.97,16.04,1.305
23/04/2015,114.261,28.844,143.105,18.756,13.51,87.302,15.12,0.813
24/04/2015,29.205,22.142,51.347,13.494,5.866,75.542,15.67,1.725
25/04/2015,4.848,7.825,12.673,6.541,2.751,73.647,15.67,1.935
26/04/2015,1.507,2.184,3.691,5.971,1.988,70.874,17.22,2.803
27/04/2015,1.421,3.338,4.759,14.408,5.897,87.987,17.85,3.555
28/04/2015,14.679,20.382,35.061,14.215,5.305,76.4,15.52,2.867
29/04/2015,16.111,20.746,36.857,11.158,4.498,71.615,14.36,3.082
30/04/2015,16.704,21.304,38.008,25.136,9.855,68.234,14.59,5.191
1/05/2015,102.47,42.452,144.923,30.06,14.893,70.418,12.98,1.063
2/05/2015,31.053,28.638,59.691,14.942,6.222,69.871,14.44,1.525
3/05/2015,36.035,28.947,64.982,11.197,6.802,62.127,14.33,1.177
4/05/2015,43.651,25.062,68.714,12.795,7.524,76.215,13.8,1.109
5/05/2015,14.581,13.642,28.223,11.791,5.257,80.322,15.71,1.62
6/05/2015,9.037,9.429,18.466,13.87,4.805,84.01,16.95,1.935
7/05/2015,4.931,6.272,11.203,10.933,4.222,89.668,17.9,2.426
8/05/2015,20.341,30.415,50.756,8.541,5.117,96.476,15.51,1.743
9/05/2015,38.278,30.513,68.791,16.369,7.336,81.543,14.51,1.926
10/05/2015,28.793,24.866,53.658,12.814,5.971,72.868,14.95,1.911
11/05/2015,25.095,21.662,46.757,15.311,6.044,82.594,14.95,1.702
12/05/2015,7.932,14.076,22.007,11.613,4.328,79.004,14.74,3.379
13/05/2015,24.922,30.006,54.927,19.287,7.671,66.262,15,1.975
14/05/2015,4.022,8.765,12.787,10.246,4.494,81.744,15.46,2.542
15/05/2015,8.41,19.889,28.299,11.434,4.649,81.906,13.04,2.62
16/05/2015,31.303,29.964,61.266,18.694,7.646,72.206,12.3,2.08
17/05/2015,30.537,27.257,57.794,17.212,8.188,81.657,12.23,1.367
18/05/2015,41.041,26.799,67.841,18.607,7.582,78.807,12.9,3.064
19/05/2015,38.936,31.848,70.784,20.863,9.631,75.755,14.36,3.178
20/05/2015,67.206,36.743,103.95,19.81,10.81,80.453,11.9,0.884
21/05/2015,20.699,23.346,44.046,13.987,6.058,85.718,14,2.485
22/05/2015,,,,,,,,
23/05/2015,27.64,22.951,50.591,10.179,6.818,93.356,12.43,2.353
24/05/2015,4.064,7.06,11.124,15.664,5.849,72.497,12.59,5.414
25/05/2015,9.696,14.212,23.908,24.392,7.67,67.134,11.05,5.383
26/05/2015,13.925,19.342,33.267,13.317,5.448,72.76,11.35,4.227
27/05/2015,68.188,42.916,111.104,18.021,9.886,77.504,10.63,1.213
28/05/2015,127.284,41.823,169.106,25.435,15.912,73.384,8.44,1.192
29/05/2015,104.148,35.855,140.003,23.465,16.264,82.073,9.21,0.91
30/05/2015,48.35,16.942,65.292,15.948,9.096,78.464,11.25,1.59
31/05/2015,5.183,6.537,11.72,8.338,3.776,88.749,13.26,1.576
1/06/2015,4.903,6.308,11.211,5.523,2.429,89.535,14.1,2.24
2/06/2015,1.98,6.067,8.047,11.201,4.22,89.141,15.05,2.708
3/06/2015,3.213,11.895,15.108,11.283,5.346,83.436,12.78,3.447
4/06/2015,15.051,25.294,40.345,10.891,4.689,87.558,12.36,2.163
5/06/2015,53.672,34.552,88.223,13.19,8.986,90.706,11.92,1.534
6/06/2015,61.892,31.483,93.375,17.152,12.542,87.344,10.95,1.145
7/06/2015,23.732,28.269,52.001,9.812,5.856,85.294,10.5,1.526
8/06/2015,103.514,38.546,142.06,22.49,17.023,85.391,10.29,1.026
9/06/2015,56.099,32.96,89.058,15.548,11.45,91.11,10.85,1.297
10/06/2015,12.956,22.217,35.172,11.256,5.583,71.794,13.47,2.465
11/06/2015,20.905,27.5,48.406,13.716,5.834,77.091,12.79,2.183
12/06/2015,21.425,23.754,45.179,14.334,4.856,70.555,12.64,3.125
13/06/2015,4.568,7.82,12.388,32.687,13.018,63.267,13.23,6.283
14/06/2015,6.747,10.279,17.026,11.664,5.429,75.916,13.36,3.923
15/06/2015,21.509,27.016,48.525,12.756,4.412,77.993,12.1,2.782
16/06/2015,64.016,39.643,103.659,22.097,12.324,59.452,8.93,2.552
17/06/2015,55.533,38.391,93.925,18.887,13.717,77.694,9.37,0.904
18/06/2015,13.341,25.274,38.615,9.118,4.812,69.096,11.92,1.785
19/06/2015,,,,9.489,4.169,79.514,14.4,2.119
20/06/2015,,,,9.216,4.58,90.29,14.95,2.904
21/06/2015,,,,14.702,4.01,72.717,12.13,2.612
22/06/2015,,,,15.452,7.196,67.63,10,2.452
23/06/2015,47.096,43.098,90.194,16.027,8.863,63.552,5.79,1.961
24/06/2015,71.36,43.097,114.457,18.421,9.434,76.691,6.12,1.953
25/06/2015,47.84,39.078,86.918,17.704,7.845,73.168,8.43,3.196
26/06/2015,21.919,27.332,49.25,12.85,5.169,73.729,12.01,3.05
27/06/2015,9.481,16.821,26.302,17.969,6.797,69.5,12.57,3.947
28/06/2015,10.972,17.264,28.235,13.192,5.494,75.236,12.4,2.779
29/06/2015,13.289,19.51,32.8,18.063,6.733,73.885,12.52,4.026
30/06/2015,18.6,23.855,42.455,15.939,7.144,83.259,12.34,3.178
1/07/2015,25.7,31.574,57.274,14.954,5.694,77.12,12.11,2.784
2/07/2015,55.423,37.99,93.412,18.288,11.644,84.419,10.34,0.827
3/07/2015,16.697,15.572,32.269,11.206,5.758,87.375,11.03,1.642
4/07/2015,24.786,23.513,48.299,7.252,6.106,92.642,12.74,1.176
5/07/2015,6.259,9.077,15.336,16.232,4.847,78.979,12.22,4.506
6/07/2015,15.127,23.186,38.314,13.197,6.731,82.994,12.8,2.142
7/07/2015,11.266,25.645,36.911,11.85,6.889,90.114,12.03,2.413
8/07/2015,28.267,29.813,58.08,11.625,5.352,80.651,8.53,2.532
9/07/2015,29.941,32.615,62.556,12.842,4.888,58.963,6.04,2.68
10/07/2015,37.24,38.387,75.628,14.971,6.795,62.193,6.2,2.183
11/07/2015,45.063,32.732,77.794,14.691,8.343,74.198,6.12,1.916
12/07/2015,79.642,29.199,108.841,23.999,22.255,77.828,4.86,0.66
13/07/2015,63.048,27.836,90.884,19.229,13.724,81.176,7.44,1.399
14/07/2015,,,,9.685,3.504,76.908,10.68,2.756
15/07/2015,,,,9.752,4.231,89.539,12.75,3.249
16/07/2015,,,,15.847,6.677,88.563,12.1,2.302
17/07/2015,62.937,40.4,103.337,17.857,11.99,83.575,10.52,1.4
18/07/2015,6.508,9.257,15.765,12.281,6.419,88.021,11.32,2.87
19/07/2015,,,,,,,,
20/07/2015,,,,,,,,
21/07/2015,49.849,35.434,85.283,26.387,10.472,63.66,9.72,3.552
22/07/2015,39.8,35.673,75.473,25.099,10.656,74.269,10.62,2.668
23/07/2015,84.254,35.825,120.079,21.692,12.836,85.81,8.15,1.003
24/07/2015,53.328,41.764,95.093,15.049,10.629,82.846,9.59,1.425
25/07/2015,28.14,20.815,48.955,11.897,9.918,85.496,8.91,1.223
26/07/2015,2.758,3.3,6.058,7.018,3.223,90.29,11.72,1.953
27/07/2015,7.232,14.522,21.753,8.456,3.495,95.283,12.8,2.077
28/07/2015,19.114,26.588,45.702,13.671,5.989,83.918,11.5,2.12
29/07/2015,16.884,25.418,42.302,14.969,5.44,78.088,10.23,3.801
30/07/2015,61.124,43.669,104.793,23.623,12.812,66.471,8.21,1.829
31/07/2015,35.493,41.08,76.573,15.082,9.779,83.352,9.11,1.355
1/08/2015,17.791,30.675,48.466,11.327,6.254,77.169,10.9,1.769
2/08/2015,16.892,25.646,42.538,7.317,5.576,88.166,12.27,1.369
3/08/2015,15.927,25.78,41.707,8.279,4.176,85.59,13.87,2.098
4/08/2015,8.353,15.753,24.106,7.422,3.688,85.373,13.25,1.837
5/08/2015,12.064,24.491,36.554,6.389,3.453,96.713,11.56,1.654
6/08/2015,11.539,23.706,35.245,12.308,4.735,85.808,12.52,2.533
7/08/2015,13.649,26.35,39.999,10.388,4.687,81.065,10.43,2.575
8/08/2015,13.931,24.476,38.408,17.542,8.227,70.468,9.02,2.647
9/08/2015,,,,,,,,
10/08/2015,,,,,,,,
11/08/2015,44.609,29.692,74.301,10.136,5.474,72.183,6.38,2.598
12/08/2015,60.77,40.48,101.25,19.567,12.311,74.64,6.94,1.659
13/08/2015,53.964,25.768,79.732,14.578,10.467,80.279,8.04,1.498
14/08/2015,2.108,14.013,16.122,11.316,5.961,82.664,11.78,2.711
15/08/2015,8.204,24.049,32.254,6.774,3.89,89.681,10.26,1.997
16/08/2015,8.407,20.84,29.247,8.489,4.701,78.432,11.74,1.432
17/08/2015,26.963,23.412,50.375,16.377,6.155,76.695,10.04,1.336
18/08/2015,7.711,14.344,22.055,9.721,4.026,84.334,11.17,2.019
19/08/2015,,,,,,,,
20/08/2015,,,,,,,,
21/08/2015,,,,,,,,
22/08/2015,21.502,19.241,40.743,11.955,7.188,78.918,10.21,1.455
23/08/2015,3.99,14.668,18.658,7.675,5.91,81.143,11.17,1.325
24/08/2015,6.798,10.501,17.299,7.616,3.541,81.039,11.86,1.95
25/08/2015,4.513,14.574,19.087,9.453,3.392,84.909,12.24,2.612
26/08/2015,21.995,32.77,54.765,19.41,6.336,65.223,11.47,3.291
27/08/2015,36.207,30.638,66.845,17.021,10.367,76.815,9.73,1.141
28/08/2015,49.646,26.976,76.622,16.472,11.617,79.875,9.67,0.977
29/08/2015,24.047,14.369,38.416,12.266,8.668,84.666,10.21,1.332
30/08/2015,2.68,15.281,17.96,4.848,3.283,94.707,12.9,1.597
31/08/2015,2.952,16.138,19.09,5.575,4.186,98.3,12.93,1.787
1/09/2015,3.15,15.856,19.005,8.888,3.815,88.504,13.72,2.745
2/09/2015,3.185,11.869,15.055,9.851,3.677,82.033,13.09,2.493
3/09/2015,9.262,14.438,23.7,14.113,5.247,79.016,11.71,4.576
4/09/2015,6.846,27.197,34.044,11.228,6.571,78.007,10.82,1.483
5/09/2015,11.613,19.813,31.426,9.156,3.858,77.937,10.57,3.277
6/09/2015,4.882,9.699,14.581,11.716,4.426,71.23,10.54,3.481
7/09/2015,17.791,25.506,43.297,20.824,7.937,66.227,10.82,3.612
8/09/2015,16.515,26.345,42.86,16.066,5.186,59.01,11.76,3.249
9/09/2015,5.063,18.163,23.227,5.864,3.764,74.198,11.39,1.432
10/09/2015,3.955,11.844,15.799,9.868,3.417,87.311,11.64,2.788
11/09/2015,11,17.911,28.91,23.099,7.821,67.119,10.92,5.379
12/09/2015,9.465,17.848,27.313,11.981,4.438,65.953,10.05,3.913
13/09/2015,5.435,14.102,19.537,19.176,6.782,75.127,12.21,3.908
14/09/2015,25.916,34.928,60.844,19.795,,84.679,11,1.342
15/09/2015,13.724,24.168,37.892,17.177,6.963,76.086,11.82,3.716
16/09/2015,13.647,24.672,38.32,11.426,5.524,72.476,12.17,2.883
17/09/2015,1.118,13.327,14.444,8.774,4.232,75.667,12.95,1.64
18/09/2015,6.126,21.467,27.593,8.011,4.434,84.694,13.61,1.911
19/09/2015,4.635,15.092,19.727,6.669,3.271,84.798,11.96,1.49
20/09/2015,1.283,10.195,11.478,4.225,2.384,82.58,10.24,1.525
21/09/2015,16.232,21.543,37.775,9.492,4.473,70.109,9.91,4.035
22/09/2015,17.128,25.385,42.514,9.942,4.744,78.707,10.31,2.511
23/09/2015,15.045,25.513,40.558,9.885,4.774,82.138,11.41,3.237
24/09/2015,12.062,21.681,33.743,7.3,4.176,82.422,12.58,1.305
25/09/2015,9.996,24.877,34.873,8.164,4.222,,,
26/09/2015,9.276,19.249,28.525,8.786,4.188,,,
27/09/2015,2.966,12.83,15.796,5.433,2.738,,,
28/09/2015,12.274,29.16,41.435,8.381,4.782,,,
29/09/2015,21.179,24.406,45.584,15.645,7.906,67.342,11.32,1.175
30/09/2015,-7.581,3.1,-4.48,8.879,4.554,77.721,12.12,1.458
1/10/2015,7.424,12.595,20.019,7.789,3.669,74.509,13.44,1.424
2/10/2015,4.62,13.933,18.553,8.537,4.486,82.969,13.85,3.272
3/10/2015,8.454,11.969,20.423,19.601,7.343,76.826,12.66,4.572
4/10/2015,4.537,9.384,13.921,21.753,8.731,76.076,13.44,2.911
5/10/2015,13.817,18.872,32.689,38.389,15.615,66.185,13.94,4.98
6/10/2015,20.381,25.157,45.538,33.781,11.155,70.58,13.05,3.422
7/10/2015,18.077,24.849,42.926,20.198,8.516,72.8,13.67,2.571
8/10/2015,11.201,16.077,27.277,23.957,7.71,69.839,13.08,4.759
9/10/2015,27.496,24.254,51.75,17.728,7.305,61.914,12.09,2.58
10/10/2015,10.455,15.482,25.937,8.803,2.686,72.492,12.14,3.168
11/10/2015,5.994,7.799,13.793,13.587,4.501,66.933,13.49,4.266
12/10/2015,12.758,16.549,29.307,10.724,4.442,71.731,13.99,3.561
13/10/2015,7.125,15.666,22.791,8.468,3.762,76.514,14.07,2.791
14/10/2015,17.367,20.239,37.606,17.628,7.205,77.547,13.72,4.138
15/10/2015,17.855,21.167,39.022,21.185,6.749,64.33,13.55,4.423
16/10/2015,14.661,18.219,32.879,12.434,4.176,67.016,13.41,4.093
17/10/2015,7.907,12.041,19.949,8.72,2.869,69.081,13.33,3.946
18/10/2015,3.197,8.772,11.969,7.231,2.884,76.96,13.76,2.544
19/10/2015,12.341,12.876,25.217,24.234,7.671,65.884,13.24,5.304
20/10/2015,16.198,17.614,33.812,17.168,6.419,62.746,12.94,4.5
21/10/2015,14.523,18.227,32.75,7.647,2.835,75.378,13.29,2.983
22/10/2015,5.013,9.807,14.819,14.403,5.429,79.013,15.29,3.365
23/10/2015,5.283,12.293,17.576,13.605,7.684,66.263,16.66,2.966
24/10/2015,8.348,13.539,21.887,10.722,3.43,83.248,13.75,2.456
25/10/2015,6.733,10.339,17.073,17.572,5.406,72.647,12.93,3.901
26/10/2015,7.208,9.487,16.695,13.661,6.071,69.695,13.45,3.189
27/10/2015,14.976,17.232,32.209,12.964,5.108,71.591,14.44,3.769
28/10/2015,7.78,14.628,22.408,8.959,4.024,74.262,14.33,1.528
29/10/2015,6.386,13.561,19.947,6.768,3.387,85.441,14.13,1.853
30/10/2015,23.072,22.417,45.489,14.41,5.077,73.868,13.74,3.24
31/10/2015,13.154,14.104,27.259,15.738,5.09,63.24,13.56,3.51
1/11/2015,6.811,9.718,16.529,,2.905,63.009,13.45,2.963
2/11/2015,22.073,24.19,46.263,,2.454,75.824,12.24,1.88
3/11/2015,7.917,15.141,23.057,,2.701,65.521,14.89,2.277
4/11/2015,11.089,13.547,24.636,,3.987,77.183,13.04,4.332
5/11/2015,24.377,24.159,48.537,16.963,8.985,59.65,12.87,2.686
6/11/2015,24.686,26.103,50.789,16.56,7.751,62.074,12.76,2.457
7/11/2015,17.492,21.232,38.724,,9.108,69.539,14.77,2.544
8/11/2015,6.947,10.746,17.693,,3.49,70.979,14.58,2.771
9/11/2015,11.426,18.174,29.601,,3.874,78.106,16.6,2.011
10/11/2015,19.217,20.246,39.463,13.838,6.625,73.987,16.71,2.283
11/11/2015,14.782,14.733,29.515,9.907,2.219,71.359,15.66,4.056
12/11/2015,14.584,16.855,31.44,14.147,4.517,71.56,14.98,4.032
13/11/2015,23.007,23.726,46.733,13.161,4.974,50.083,11.35,2.426
14/11/2015,11.839,18.931,30.77,13.784,6.176,55.603,12.95,1.628
15/11/2015,1.987,8.926,10.913,16.208,5.205,76.584,15.74,2.244
16/11/2015,8.022,12.727,20.75,9.354,3.27,90.954,14.74,2.464
17/11/2015,15.443,13.534,28.977,16.928,4.647,65.257,14.32,5.434
18/11/2015,21.901,20.364,42.265,20.952,6.084,67.3,13.93,4.514
19/11/2015,9.239,11.198,20.436,18.801,6.861,80.101,13.01,2.585
20/11/2015,2.958,6.862,9.82,12.656,4.842,75.997,15.54,3.17
21/11/2015,5.243,9.482,14.725,12.387,5.348,89.384,16.43,3.716
22/11/2015,,,,18.3,5.621,75.117,16.11,5.328
23/11/2015,,,,22.711,8.124,63.643,14.79,2.607
24/11/2015,21.588,18.756,40.344,21.431,9.05,65.921,15.85,1.606
25/11/2015,9.567,18.014,27.581,18.351,8.502,71.664,18.08,1.628
26/11/2015,4.697,8.845,13.542,8.971,4.728,81.955,19.04,1.949
27/11/2015,2.342,5.835,8.178,9.879,5.909,82.912,18.91,2.157
28/11/2015,5.49,7.959,13.449,10.322,3.716,86.022,17.85,2.71
29/11/2015,7.125,11.99,19.115,15.249,7.731,65.946,17.16,1.869
30/11/2015,2.489,5.984,8.473,10.286,3.336,78.965,18.46,2.255
1/12/2015,2.624,4.822,7.446,19.999,8.073,82.424,17.79,2.289
2/12/2015,1.475,4.12,5.595,15.611,5.148,72.176,17.14,1.854
3/12/2015,1.59,5.313,6.903,13.326,5.734,67.912,17.39,1.987
4/12/2015,17.299,17.366,34.665,17.509,7.597,74.275,18.32,2.182
5/12/2015,11.15,11.288,22.438,13.582,4.642,63.4,16.51,3.521
6/12/2015,6.23,7.385,13.614,7.192,2.822,61.846,17.04,3.062
7/12/2015,12.112,13.294,25.406,10.607,3.812,69.993,16.51,3.095
8/12/2015,17.412,13.368,30.779,18.568,4.907,,,
9/12/2015,16.744,14.684,31.428,20.939,6.042,,,
10/12/2015,14.374,15.223,29.597,15.238,21.665,62.601,15.71,
11/12/2015,14.294,18.304,32.598,7.392,3.524,87.833,17.34,2.292
12/12/2015,3.71,8.666,12.376,11.854,5.643,71.445,19.33,3.105
13/12/2015,6.166,7.036,13.203,17.066,5.634,67.664,17.15,4.497
14/12/2015,22.201,16.048,38.249,15.225,5.247,,,
15/12/2015,24.177,16.184,40.362,13.637,4.748,,,
16/12/2015,17.346,13.784,31.13,10.738,4.227,68.976,15.9,3.176
17/12/2015,17.28,17.299,34.579,10.633,4.479,59.661,14.35,2.82
18/12/2015,20.447,16.828,37.275,15.249,5.249,64.237,14.49,3.942
19/12/2015,10.949,9.626,20.575,18.183,5.887,69.297,16.1,4.917
20/12/2015,7.908,7.988,15.896,16.665,6.26,72.058,16.47,3.867
21/12/2015,17.672,11.157,28.829,11.577,4.924,72.764,17.3,4.293
22/12/2015,16.529,10.683,27.212,12.796,4.665,70.878,18.36,4.02
23/12/2015,10.328,9.901,20.229,14.537,5.04,71.561,17.22,3.104
24/12/2015,2.314,4.083,6.397,6.506,2.705,87.306,15.66,3.103
25/12/2015,4.949,5.66,10.609,13.366,5.285,73.248,16.32,4.197
26/12/2015,5.58,10.144,15.724,15.91,6.566,70.575,18.95,1.988
27/12/2015,5.353,11.202,16.555,14.057,7.265,71.539,19.12,2.169
28/12/2015,6.242,9.138,15.38,13.106,6.745,75.931,18.01,3.353
29/12/2015,10.252,9.85,20.102,12.677,5.93,70.758,18.39,4.38
30/12/2015,3.943,7.977,11.921,11.709,5.681,76.089,19.17,1.578
31/12/2015,1.481,3.528,5.009,12.614,6.946,69.859,20.27,2.629
1/01/2016,0.521,1.062,1.583,15.792,7.884,84.454,17.79,4.021
2/01/2016,0.646,1.448,2.094,11.166,4.788,94.527,17.41,3.77
3/01/2016,2.31,4.451,6.761,,,86.956,20.34,2.515
4/01/2016,2.782,3.768,6.55,,,71.136,18.66,2.861
5/01/2016,5.54,6.026,11.566,,,63.79,16.18,1.86
6/01/2016,2.671,5.302,7.973,11.893,4.148,59.754,16.61,2.443
7/01/2016,1.409,2.368,3.777,,,63.732,18.04,3.067
8/01/2016,2.014,4.238,6.252,,,93.476,19.41,2.759
9/01/2016,8.485,6.613,15.098,,,75.993,18.58,3.917
10/01/2016,6.565,4.285,10.85,,,71.972,18.13,3.907
11/01/2016,,,,,,66.701,18.96,2.083
12/01/2016,,,,,,84.302,18.18,1.966
13/01/2016,20.659,16.287,36.946,,,68.206,18.15,3.888
14/01/2016,6.89,9.39,16.28,,,76.728,18.79,2.113
15/01/2016,7.764,9.33,17.094,,,69.682,19.51,1.817
16/01/2016,,,,,,69.859,20.21,1.611
17/01/2016,1.046,1.072,2.117,,,79.399,21.1,2.613
18/01/2016,1.87,1.567,3.438,,,88.065,20.81,3.777
19/01/2016,6.775,10.22,16.994,,,73.875,19.87,2.094
20/01/2016,10.79,16.053,26.843,,,72.55,20.23,1.16
21/01/2016,16.019,17.202,33.221,,,71.422,20.82,1.872
22/01/2016,22.112,17.726,39.838,,,67.384,20.28,2.563
23/01/2016,15.978,14.355,30.332,8.734,3.652,66.174,21.26,2.137
24/01/2016,5.733,8.761,14.494,9.791,5.125,67.434,22.29,1.403
25/01/2016,6.371,4.967,11.338,9.056,5.044,74.493,22.06,1.757
26/01/2016,7.018,8.57,15.588,14.138,7.583,74.933,22.11,1.166
27/01/2016,10.215,9.182,19.396,6.846,4.448,82.09,22.53,1.37
28/01/2016,19.77,14.102,33.873,8.913,4.722,78.214,22.25,2.038
29/01/2016,14.844,14.851,29.695,7.305,4.009,76.506,21.4,2.558
30/01/2016,10.63,11.662,22.292,4.938,3.015,69.824,22.07,2.164
31/01/2016,1.703,3.477,5.18,7.708,4.085,76.906,21.85,1.973
1/02/2016,1.024,1.707,2.731,9.754,3.42,76.396,21,2.081
2/02/2016,10.521,15.419,25.94,12.427,6.097,71.988,21.6,1.745
3/02/2016,10.452,9.404,19.856,11.504,6.604,72.865,21.22,2.089
4/02/2016,2.098,3.382,5.48,7.172,2.339,58.795,20.89,2.932
5/02/2016,2.664,3.594,6.257,5.835,2.621,82.875,20.59,2.775
6/02/2016,2.542,3.494,6.036,5.409,2.234,87.06,21.38,2.443
7/02/2016,1.16,1.13,2.29,5.28,2.34,72.051,22.27,2.758
8/02/2016,2.288,3.239,5.527,12.437,4.982,72.262,20.65,1.729
9/02/2016,6.756,9.101,15.856,12.384,5.985,68.859,20.94,1.777
10/02/2016,16.769,11.134,27.903,14.954,8.566,73.496,21.82,1.738
